         637770 function calls (617981 primitive calls) in 0.562 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 credentials.py:1139(load)
        2    0.000    0.000    0.000    0.000 client.py:87(__init__)
        4    0.000    0.000    0.000    0.000 config.py:649(_get_deprecated_option)
        1    0.000    0.000    0.000    0.000 docstringparser.py:243(DataNode)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1381(TreeBuilder)
        2    0.000    0.000    0.000    0.000 gzip.py:102(prepend)
        1    0.000    0.000    0.000    0.000 tz.py:332(__init__)
        1    0.000    0.000    0.000    0.000 session.py:213(_register_default_config_resolver)
        1    0.000    0.000    0.000    0.000 utils.py:181(FunctionContainer)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1339(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 string_.py:71(StringDtype)
        6    0.000    0.000    0.000    0.000 __init__.py:999(__init__)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        5    0.000    0.000    0.000    0.000 hooks.py:529(__init__)
        1    0.000    0.000    0.000    0.000 info.py:934(_DataFrameTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        2    0.000    0.000    0.000    0.000 configprovider.py:830(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 feedparser.py:134(FeedParser)
        1    0.000    0.000    0.000    0.000 _meta.py:47(SimplePath)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 rolling.py:1466(RollingAndExpandingMixin)
        1    0.000    0.000    0.000    0.000 resource_tracker.py:60(__init__)
        1    0.000    0.000    0.000    0.000 accessor.py:49(PandasDelegate)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        1    0.000    0.000    0.000    0.000 connectionpool.py:120(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        3    0.000    0.000    0.000    0.000 _index_tricks_impl.py:340(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1424(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 concat.py:350(JoinUnit)
        1    0.000    0.000    0.000    0.000 threading.py:670(Barrier)
        1    0.000    0.000    0.000    0.000 credentials.py:1760(_get_profile_config)
        1    0.000    0.000    0.000    0.000 docstring.py:19(LazyLoadedDocstring)
       11    0.000    0.000    0.000    0.000 dataclasses.py:309(__init__)
        8    0.000    0.000    0.000    0.000 config.py:875(inner)
        1    0.000    0.000    0.000    0.000 request.py:2145(FancyURLopener)
        1    0.000    0.000    0.000    0.000 getlimits.py:383(finfo)
        1    0.000    0.000    0.000    0.000 __init__.py:803(PathDistribution)
        1    0.000    0.000    0.000    0.000 sql.py:922(SQLTable)
        3    0.000    0.000    0.000    0.000 _util.py:34(register_writer)
       21    0.000    0.000    0.000    0.000 accessors.py:176(<lambda>)
        1    0.000    0.000    0.000    0.000 request.py:904(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 configparser.py:1207(SectionProxy)
        1    0.000    0.000    0.000    0.000 request.py:422(OpenerDirector)
        5    0.000    0.000    0.000    0.000 session.py:1158(register_component)
        1    0.000    0.000    0.000    0.000 header.py:408(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 extras.py:1859(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 info.py:442(DataFrameInfo)
        1    0.000    0.000    0.000    0.000 arrow_parser_wrapper.py:32(ArrowParserWrapper)
        2    0.000    0.000    0.000    0.000 core.py:6826(__setattr__)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 integer.py:235(UInt8Dtype)
        1    0.000    0.000    0.000    0.000 ElementTree.py:466(QName)
        1    0.000    0.000    0.000    0.000 signers.py:34(RequestSigner)
        1    0.000    0.000    0.000    0.000 ssl.py:394(_ASN1Object)
        1    0.000    0.000    0.000    0.000 parser.py:501(ParsedResult)
        1    0.000    0.000    0.000    0.000 _common.py:127(_TZifHeader)
        1    0.000    0.000    0.000    0.000 download.py:36(DownloadOutputManager)
        1    0.000    0.000    0.000    0.000 resource.py:37(ResourceDocumenter)
        1    0.000    0.000    0.000    0.000 threading.py:857(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 accessor.py:196(CachedAccessor)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2213(vectorize)
        1    0.000    0.000    0.000    0.000 collection.py:28(ResourceCollection)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 bandwidth.py:99(BandwidthLimitedStream)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
       16    0.000    0.000    0.000    0.000 client.py:1332(service_model)
        2    0.000    0.000    0.000    0.000 config.py:337(_validate_retry_configuration)
       16    0.000    0.000    0.000    0.000 utils.py:123(__init__)
        2    0.000    0.000    0.000    0.000 client.py:214(_normalize_fips_region)
        1    0.000    0.000    0.000    0.000 parsers.py:188(ResponseParser)
        2    0.000    0.000    0.000    0.000 compat.py:59(_warn_deprecated_python)
        1    0.000    0.000    0.000    0.000 managers.py:1236(_SharedMemoryTracker)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:431(__init__)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 awsrequest.py:433(AWSRequest)
        1    0.000    0.000    0.000    0.000 core.py:6529(mvoid)
        1    0.000    0.000    0.000    0.000 credentials.py:1906(ContainerProvider)
        1    0.000    0.000    0.000    0.000 integer.py:214(Int16Dtype)
        1    0.000    0.000    0.000    0.000 quantile.py:1(<module>)
        4    0.000    0.000    0.000    0.000 client.py:1357(_get_configured_signature_version)
        6    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 integer.py:242(UInt16Dtype)
        1    0.000    0.000    0.000    0.000 expr.py:775(Expr)
        1    0.000    0.000    0.000    0.000 upload.py:325(UploadSeekableInputManager)
        1    0.000    0.000    0.000    0.000 getlimits.py:636(iinfo)
        2    0.000    0.000    0.000    0.000 weakref.py:347(__new__)
        1    0.000    0.000    0.000    0.000 readers.py:1568(TextFileReader)
        4    0.000    0.000    0.000    0.000 platform.py:998(release)
       10    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 docstringparser.py:59(HTMLTree)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(_UFuncInputCastingError)
        2    0.000    0.000    0.000    0.000 history.py:51(get_global_history_recorder)
        1    0.000    0.000    0.000    0.000 accessors.py:62(ListAccessor)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:72(_DTypeDict)
        1    0.000    0.000    0.000    0.000 config.py:268(CallableDynamicDoc)
        1    0.000    0.000    0.000    0.000 parsers.py:556(QueryParser)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1503(XMLParser)
        7    0.000    0.000    0.000    0.000 __init__.py:1317(__init__)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:66(_DTypeDictBase)
        1    0.000    0.000    0.000    0.000 ewm.py:933(OnlineExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 info.py:772(_DataFrameTableBuilder)
        1    0.000    0.000    0.000    0.000 upload.py:109(UploadInputManager)
        1    0.000    0.000    0.000    0.000 tzinfo.py:79(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:593(ndenumerate)
        7    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:510(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1358(__init__)
        4    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
        1    0.000    0.000    0.000    0.000 _json.py:226(Writer)
        1    0.000    0.000    0.000    0.000 request.py:1370(HTTPHandler)
        4    0.000    0.000    0.000    0.000 _parser.py:295(seek)
       18    0.000    0.000    0.000    0.000 __init__.py:508(_parse_local_version)
        1    0.000    0.000    0.000    0.000 tokens.py:204(_load_sso_config)
        1    0.000    0.000    0.000    0.000 pydoc.py:404(ErrorDuringImport)
        1    0.000    0.000    0.000    0.000 poolmanager.py:56(PoolKey)
        1    0.000    0.000    0.000    0.000 _misc.py:636(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:322(CDLL)
        1    0.000    0.000    0.000    0.000 client.py:1303(ClientMeta)
        1    0.000    0.000    0.000    0.000 pydoc.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 config_init.py:295(is_terminal)
       10    0.000    0.000    0.000    0.000 utils.py:72(inject_attribute)
        1    0.000    0.000    0.000    0.000 hooks.py:66(BaseEventHooks)
        1    0.000    0.000    0.000    0.000 csv.py:137(DictWriter)
        1    0.000    0.000    0.000    0.000 rolling.py:683(BaseWindowGroupby)
        1    0.000    0.000    0.000    0.000 hooks.py:506(_PrefixTrie)
        6    0.000    0.000    0.000    0.000 connection.py:838(<genexpr>)
        1    0.000    0.000    0.000    0.000 integer.py:228(Int64Dtype)
        1    0.000    0.000    0.000    0.000 utils.py:3035(ContainerMetadataFetcher)
        1    0.000    0.000    0.000    0.000 configprovider.py:323(ConfigChainFactory)
        1    0.000    0.000    0.000    0.000 awsrequest.py:542(AWSResponse)
        6    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 integer.py:221(Int32Dtype)
        1    0.000    0.000    0.000    0.000 pytables.py:282(FilterBinOp)
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:21(Task)
        1    0.000    0.000    0.000    0.000 retryhandler.py:357(MultiChecker)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 configprovider.py:901(ConfiguredEndpointProvider)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        1    0.000    0.000    0.000    0.000 credentials.py:2195(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:194(_Framer)
        1    0.000    0.000    0.000    0.000 managers.py:741(ProcessLocalSet)
        1    0.000    0.000    0.000    0.000 common.py:968(_BytesTarFile)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
        1    0.000    0.000    0.000    0.000 accessors.py:53(Properties)
        1    0.000    0.000    0.000    0.000 base.py:2475(ExtensionScalarOpsMixin)
        8    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 threading.py:577(Event)
        1    0.000    0.000    0.000    0.000 process.py:364(_ParentProcess)
        1    0.000    0.000    0.000    0.000 integer.py:249(UInt32Dtype)
        1    0.000    0.000    0.000    0.000 shared_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:743(AbsoluteLinkError)
        1    0.000    0.000    0.000    0.000 managers.py:1273(SharedMemoryServer)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:29(__array_namespace_info__)
        1    0.000    0.000    0.000    0.000 utils.py:1909(S3RegionRedirector)
        1    0.000    0.000    0.000    0.000 upload.py:65(InterruptReader)
        1    0.000    0.000    0.000    0.000 utils.py:338(DeferredOpenFile)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:942(_BufferedWriter)
        1    0.000    0.000    0.000    0.000 client.py:1504(IncompleteRead)
        1    0.000    0.000    0.000    0.000 random.py:222(__init_subclass__)
       22    0.000    0.000    0.000    0.000 dataclasses.py:697(_is_kw_only)
        1    0.000    0.000    0.000    0.000 xml.py:62(_XMLFrameParser)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:269(__init__)
        1    0.000    0.000    0.000    0.000 ipc.py:78(RecordBatchStreamWriter)
        1    0.000    0.000    0.000    0.000 ops.py:208(Op)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        8    0.000    0.000    0.000    0.000 utils.py:60(lazy_call)
        1    0.000    0.000    0.000    0.000 threading.py:1042(_set_native_id)
        1    0.000    0.000    0.000    0.000 parquet.py:148(BaseImpl)
       18    0.000    0.000    0.000    0.000 configprovider.py:887(__init__)
        4    0.000    0.000    0.000    0.000 model.py:459(_get_metadata_property)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:552(__init__)
        7    0.000    0.000    0.000    0.000 parsers.py:163(_text_content)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
       12    0.000    0.000    0.000    0.000 retryhandler.py:324(__init__)
        1    0.000    0.000    0.000    0.000 resource.py:332(ServiceResourceDocumenter)
        1    0.000    0.000    0.000    0.000 core.py:1011(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 transfer.py:326(S3Transfer)
        1    0.000    0.000    0.000    0.000 endpoint_provider.py:443(EndpointRule)
        1    0.000    0.000    0.000    0.000 __init__.py:742(Prepared)
        1    0.000    0.000    0.000    0.000 _internal.py:630(_Stream)
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
        1    0.000    0.000    0.000    0.000 info.py:593(_DataFrameInfoPrinter)
        1    0.000    0.000    0.000    0.000 credentials.py:1416(__init__)
        1    0.000    0.000    0.000    0.000 service.py:24(ServiceDocumenter)
        1    0.000    0.000    0.000    0.000 __init__.py:57(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:364(errstate)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 records.py:282(recarray)
        1    0.000    0.000    0.000    0.000 serialize.py:434(BaseRestSerializer)
        1    0.000    0.000    0.000    0.000 httpsession.py:216(ProxyConfiguration)
        1    0.000    0.000    0.000    0.000 blocks.py:2611(NDArrayBackedExtensionBlock)
        1    0.000    0.000    0.000    0.000 util.py:185(Finalize)
        2    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 base.py:449(StorageExtensionDtype)
        1    0.000    0.000    0.000    0.000 discovery.py:47(EndpointDiscoveryModel)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1264(XMLPullParser)
        5    0.000    0.000    0.000    0.000 utils.py:193(ensure_boolean)
        1    0.000    0.000    0.000    0.000 pool.py:837(IMapIterator)
        1    0.000    0.000    0.000    0.000 indexing.py:2507(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 engines.py:47(AbstractEngine)
        1    0.000    0.000    0.000    0.000 <frozen os>:841(fsencode)
        1    0.000    0.000    0.000    0.000 pytables.py:4769(GenericTable)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        4    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
        1    0.000    0.000    0.000    0.000 indexing.py:156(IndexingMixin)
        1    0.000    0.000    0.000    0.000 paginate.py:27(TokenEncoder)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 history.py:24(HistoryRecorder)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 base.py:100(PandasObject)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        1    0.000    0.000    0.000    0.000 apply.py:709(NDFrameApply)
        1    0.000    0.000    0.000    0.000 model.py:722(ShapeResolver)
        3    0.000    0.000    0.000    0.000 __init__.py:510(CFunctionType)
        1    0.000    0.000    0.000    0.000 _generated_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 useragent.py:159(__init__)
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
       16    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        1    0.000    0.000    0.000    0.000 pytables.py:4598(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 floating.py:56(FloatingArray)
       10    0.000    0.000    0.000    0.000 accessor.py:216(__init__)
        1    0.000    0.000    0.000    0.000 upload.py:374(UploadNonSeekableInputManager)
        3    0.000    0.000    0.000    0.000 __init__.py:443(__init__)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 waiter.py:312(Waiter)
        2    0.000    0.000    0.000    0.000 utils.py:1629(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        6    0.000    0.000    0.000    0.000 gzip.py:346(closed)
        1    0.000    0.000    0.000    0.000 handlers.py:376(DeprecatedServiceDocumenter)
        1    0.000    0.000    0.000    0.000 threading.py:265(Condition)
        2    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 invalid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:532(PyTablesExpr)
        1    0.000    0.000    0.000    0.000 auth.py:603(S3ExpressQueryAuth)
        1    0.000    0.000    0.000    0.000 eventstream.py:539(EventStream)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 ElementTree.py:514(ElementTree)
        1    0.000    0.000    0.000    0.000 floating.py:163(Float64Dtype)
        1    0.000    0.000    0.000    0.000 session.py:1130(ComponentLocator)
        1    0.000    0.000    0.000    0.000 accessor.py:37(SparseAccessor)
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
        1    0.000    0.000    0.000    0.000 core.py:7028(_frommethod)
        1    0.000    0.000    0.000    0.000 response.py:158(ResourceHandler)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        2    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
        1    0.000    0.000    0.000    0.000 visitor.py:307(GraphvizVisitor)
        2    0.000    0.000    0.000    0.000 args.py:546(_compute_connect_timeout)
        1    0.000    0.000    0.000    0.000 pprint.py:80(_safe_key)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 handlers.py:733(document_glacier_tree_hash_checksum)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 format.py:1486(_Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 httpchecksum.py:134(AwsChunkedWrapper)
        1    0.000    0.000    0.000    0.000 calendar.py:45(__getattr__)
        1    0.000    0.000    0.000    0.000 params.py:17(BaseParamsDocumenter)
        1    0.000    0.000    0.000    0.000 __init__.py:521(MultipartDownloader)
        1    0.000    0.000    0.000    0.000 _typing.py:262(BaseBuffer)
        1    0.000    0.000    0.000    0.000 bucket.py:9(Clock)
        2    0.000    0.000    0.000    0.000 client.py:658(resolver_uses_builtin_data)
        1    0.000    0.000    0.000    0.000 header.py:175(Header)
        3    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
        1    0.000    0.000    0.000    0.000 pytables.py:66(Term)
        1    0.000    0.000    0.000    0.000 context.py:277(ForkProcess)
        3    0.000    0.000    0.000    0.000 hooks.py:403(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:475(_TemporaryFileWrapper)
       34    0.000    0.000    0.000    0.000 inspect.py:608(<lambda>)
        2    0.000    0.000    0.000    0.000 config.py:676(_translate_key)
        1    0.000    0.000    0.000    0.000 connection.py:448(Listener)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        1    0.000    0.000    0.000    0.000 _iotools.py:132(LineSplitter)
        2    0.000    0.000    0.000    0.000 client.py:301(_transform_legacy_retries)
        1    0.000    0.000    0.000    0.000 threading.py:394(notify)
        4    0.000    0.000    0.000    0.000 args.py:397(_should_force_s3_global)
        1    0.000    0.000    0.000    0.000 api.py:114(__getattr__)
        1    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sharedexample.py:20(SharedExampleDocumenter)
        1    0.000    0.000    0.000    0.000 download.py:149(DownloadFilenameOutputManager)
       13    0.000    0.000    0.000    0.000 loaders.py:271(search_paths)
        1    0.000    0.000    0.000    0.000 awsrequest.py:53(AWSConnection)
        2    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
        1    0.000    0.000    0.000    0.000 abc.py:28(__getattr__)
        1    0.000    0.000    0.000    0.000 ops.py:1179(FrameSplitter)
        1    0.000    0.000    0.000    0.000 download.py:206(DownloadNonSeekableOutputManager)
        2    0.000    0.000    0.000    0.000 _compression.py:12(_check_not_closed)
        1    0.000    0.000    0.000    0.000 managers.py:1014(Value)
        1    0.000    0.000    0.000    0.000 credentials.py:1261(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:73(_FileOpeners)
        1    0.000    0.000    0.000    0.000 utils.py:82(LazyLoadedWaiterModel)
        1    0.000    0.000    0.000    0.000 blocks.py:2573(NumpyBlock)
        1    0.000    0.000    0.000    0.000 endpoint_provider.py:552(RuleCreator)
        1    0.000    0.000    0.000    0.000 _internal.py:210(dummy_ctype)
        2    0.000    0.000    0.000    0.000 handlers.py:106(handle_service_name_alias)
        1    0.000    0.000    0.000    0.000 tarfile.py:606(_FileInFile)
        1    0.000    0.000    0.000    0.000 pytables.py:4341(WORMTable)
        1    0.000    0.000    0.000    0.000 transfer.py:233(TransferConfig)
        1    0.000    0.000    0.000    0.000 credentials.py:873(AssumeRoleWithWebIdentityCredentialFetcher)
        1    0.000    0.000    0.000    0.000 docscrape.py:610(ClassDoc)
       14    0.000    0.000    0.000    0.000 dataclasses.py:432(<genexpr>)
        2    0.000    0.000    0.000    0.000 series.py:233(_coerce_method)
        1    0.000    0.000    0.000    0.000 online.py:89(EWMMeanState)
        1    0.000    0.000    0.000    0.000 __init__.py:503(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1158(create_module)
        1    0.000    0.000    0.000    0.000 _adapters.py:7(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 serialize.py:75(Serializer)
        1    0.000    0.000    0.000    0.000 utils.py:250(OSUtils)
        1    0.000    0.000    0.000    0.000 waiter.py:169(AcceptorConfig)
       14    0.000    0.000    0.000    0.000 retryhandler.py:339(__init__)
        2    0.000    0.000    0.000    0.000 sysconfig.py:284(_get_preferred_schemes)
        5    0.000    0.000    0.000    0.000 _request_methods.py:51(__init__)
        1    0.000    0.000    0.000    0.000 futures.py:121(TransferMeta)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 extension.py:135(ExtensionIndex)
        2    0.000    0.000    0.000    0.000 args.py:66(__init__)
        1    0.000    0.000    0.000    0.000 reduction.py:251(AbstractReducer)
        1    0.000    0.000    0.000    0.000 utils.py:2091(ArnParser)
        1    0.000    0.000    0.000    0.000 futures.py:402(BoundedExecutor)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:392(UniqueAllResult)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 parsers.py:849(JSONParser)
        3    0.000    0.000    0.000    0.000 inspect.py:306(ismethod)
        1    0.000    0.000    0.000    0.000 standard.py:423(ThrottlingErrorDetector)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 client.py:1452(HTTPSConnection)
        6    0.000    0.000    0.000    0.000 typing.py:3042(<lambda>)
        1    0.000    0.000    0.000    0.000 tokens.py:62(DeferredRefreshableToken)
        1    0.000    0.000    0.000    0.000 feedparser.py:44(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 credentials.py:161(ProfileProviderBuilder)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 auth.py:860(HmacV1Auth)
        1    0.000    0.000    0.000    0.000 ssl.py:185(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _typing.py:308(ReadCsvBuffer)
        1    0.000    0.000    0.000    0.000 docstringparser.py:22(DocStringParser)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 translate.py:1(<module>)
        2    0.000    0.000    0.000    0.000 retryhandler.py:66(create_exponential_delay_function)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:82(_SupportsDType)
        4    0.000    0.000    0.000    0.000 httpsession.py:224(__init__)
        1    0.000    0.000    0.000    0.000 format.py:1848(EngFormatter)
        1    0.000    0.000    0.000    0.000 records.py:56(format_parser)
        1    0.000    0.000    0.000    0.000 __init__.py:1182(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 _request_methods.py:20(RequestMethods)
        1    0.000    0.000    0.000    0.000 errors.py:97(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 utils.py:568(InstanceMetadataFetcher)
        1    0.000    0.000    0.000    0.000 pytables.py:420(PyTablesExprVisitor)
        1    0.000    0.000    0.000    0.000 resample.py:1878(PeriodIndexResampler)
        1    0.000    0.000    0.000    0.000 core.py:1317(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 credentials.py:974(_extract_creds_from_mapping)
        1    0.000    0.000    0.000    0.000 pickle.py:257(_Unframer)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:586(__init__)
        2    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
        2    0.000    0.000    0.000    0.000 client.py:411(_register_s3_control_events)
        1    0.000    0.000    0.000    0.000 configparser.py:1175(ConfigParser)
        9    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:56(CParserWrapper)
       10    0.000    0.000    0.000    0.000 base.py:455(__init__)
        1    0.000    0.000    0.000    0.000 accessors.py:151(ArrowTemporalProperties)
        3    0.000    0.000    0.000    0.000 parsers.py:139(__init__)
        1    0.000    0.000    0.000    0.000 docstringparser.py:107(StemNode)
        1    0.000    0.000    0.000    0.000 utils.py:652(SlidingWindowSemaphore)
        1    0.000    0.000    0.000    0.000 request.py:1076(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 calendar.py:442(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 session.py:175(_register_event_emitter)
        1    0.000    0.000    0.000    0.000 manager.py:653(TransferCoordinatorController)
        1    0.000    0.000    0.000    0.000 credentials.py:661(CachedCredentialFetcher)
        1    0.000    0.000    0.000    0.000 managers.py:1099(BarrierProxy)
