         637770 function calls (617981 primitive calls) in 0.562 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 eventstream.py:56(ChecksumMismatch)
        1    0.000    0.000    0.000    0.000 auth.py:558(S3ExpressPostAuth)
        1    0.000    0.000    0.000    0.000 shutil.py:80(ReadError)
        1    0.000    0.000    0.000    0.000 blocks.py:2605(ObjectBlock)
        1    0.000    0.000    0.000    0.000 core.py:911(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 getpass.py:26(GetPassWarning)
        1    0.000    0.000    0.000    0.000 blocks.py:2633(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 parse.py:336(ParseResult)
        1    0.000    0.000    0.000    0.000 __init__.py:73(_96Bit)
        2    0.000    0.000    0.000    0.000 args.py:412(_set_region_if_custom_s3_endpoint)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1131(_BaseConstants)
        1    0.000    0.000    0.000    0.000 __init__.py:39(BadZipFile)
        1    0.000    0.000    0.000    0.000 connection.py:992(XmlListener)
        1    0.000    0.000    0.000    0.000 __init__.py:252(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:11(DeprecatedTzFormatWarning)
        1    0.000    0.000    0.000    0.000 context.py:303(ForkContext)
        1    0.000    0.000    0.000    0.000 blocks.py:2599(NumericBlock)
        1    0.000    0.000    0.000    0.000 docstring.py:90(WaiterDocstring)
        1    0.000    0.000    0.000    0.000 exceptions.py:745(MissingServiceIdError)
        1    0.000    0.000    0.000    0.000 retryhandler.py:338(ServiceErrorCodeChecker)
        2    0.000    0.000    0.000    0.000 config.py:329(_validate_s3_configuration)
        2    0.000    0.000    0.000    0.000 _compression.py:36(readable)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(VariadictArityError)
        1    0.000    0.000    0.000    0.000 tarfile.py:731(OutsideDestinationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:202(ResponseError)
        1    0.000    0.000    0.000    0.000 eventstream.py:64(NoInitialResponseError)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:20(CertificateError)
        1    0.000    0.000    0.000    0.000 abc.py:58(TraversalError)
        1    0.000    0.000    0.000    0.000 exceptions.py:82(InvalidURL)
        1    0.000    0.000    0.000    0.000 _endian.py:35(_swapped_union_meta)
        1    0.000    0.000    0.000    0.000 __init__.py:70(_128Bit)
        1    0.000    0.000    0.000    0.000 extras.py:314(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 model.py:29(NoShapeFoundError)
        1    0.000    0.000    0.000    0.000 __init__.py:106(NullHandler)
        1    0.000    0.000    0.000    0.000 auth.py:1082(HmacV1PostAuth)
        1    0.000    0.000    0.000    0.000 awsrequest.py:243(AWSHTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 six.py:454(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 docstring.py:45(AttributeDocstring)
        1    0.000    0.000    0.000    0.000 delete.py:55(DeleteObjectTask)
        1    0.000    0.000    0.000    0.000 model.py:106(Parameter)
        1    0.000    0.000    0.000    0.000 parse.py:355(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 download.py:619(ImmediatelyWriteIOGetObjectTask)
        1    0.000    0.000    0.000    0.000 extras.py:339(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 request.py:1642(DataHandler)
        1    0.000    0.000    0.000    0.000 exceptions.py:141(ResponseError)
        1    0.000    0.000    0.000    0.000 shutil.py:77(ExecError)
        1    0.000    0.000    0.000    0.000 tasks.py:359(CompleteMultipartUploadTask)
        1    0.000    0.000    0.000    0.000 utils.py:27(ServiceContext)
        1    0.000    0.000    0.000    0.000 tokens.py:160(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:51(ResourceNotExistsError)
        1    0.000    0.000    0.000    0.000 thread.py:115(BrokenThreadPool)
        1    0.000    0.000    0.000    0.000 client.py:1542(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 standard.py:471(OrRetryChecker)
        1    0.000    0.000    0.000    0.000 parsers.py:842(EventStreamXMLParser)
        1    0.000    0.000    0.000    0.000 exceptions.py:420(AliasConflictParameterError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(UnknownAPIVersionError)
        1    0.000    0.000    0.000    0.000 __init__.py:43(LargeZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:619(PyperclipException)
        1    0.000    0.000    0.000    0.000 __init__.py:88(_8Bit)
        1    0.000    0.000    0.000    0.000 docstring.py:35(LoadReloadDocstring)
        1    0.000    0.000    0.000    0.000 request.py:1417(UnknownHandler)
        1    0.000    0.000    0.000    0.000 bandwidth.py:37(RequestToken)
        1    0.000    0.000    0.000    0.000 _base.py:49(CancelledError)
        1    0.000    0.000    0.000    0.000 exceptions.py:36(SSLError)
        2    0.000    0.000    0.000    0.000 session.py:1065(_missing_cred_vars)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(DynamoDBOperationNotSupportedError)
        1    0.000    0.000    0.000    0.000 parse.py:350(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 exceptions.py:104(DynamoDBNeedsConditionError)
        1    0.000    0.000    0.000    0.000 calendar.py:201(setfirstweekday)
        1    0.000    0.000    0.000    0.000 configparser.py:244(NoOptionError)
        1    0.000    0.000    0.000    0.000 download.py:644(IOStreamingWriteTask)
        1    0.000    0.000    0.000    0.000 upload.py:765(UploadPartTask)
        1    0.000    0.000    0.000    0.000 __init__.py:30(NullFrequencyError)
        1    0.000    0.000    0.000    0.000 download.py:660(IORenameFileTask)
        1    0.000    0.000    0.000    0.000 pytables.py:401(UnaryOp)
        1    0.000    0.000    0.000    0.000 client.py:1482(HTTPException)
        1    0.000    0.000    0.000    0.000 exceptions.py:243(NoRegionError)
        1    0.000    0.000    0.000    0.000 configparser.py:217(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:233(BaseEndpointResolverError)
        1    0.000    0.000    0.000    0.000 client.py:1498(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 docstring.py:65(CollectionMethodDocstring)
        1    0.000    0.000    0.000    0.000 discovery.py:35(EndpointDiscoveryRefreshFailed)
        1    0.000    0.000    0.000    0.000 client.py:1530(BadStatusLine)
        1    0.000    0.000    0.000    0.000 __init__.py:181(QueueShutdownError)
        1    0.000    0.000    0.000    0.000 configparser.py:265(InterpolationMissingOptionError)
        1    0.000    0.000    0.000    0.000 __init__.py:82(_32Bit)
        1    0.000    0.000    0.000    0.000 ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 threading.py:1236(daemon)
        1    0.000    0.000    0.000    0.000 docstring.py:50(IdentifierDocstring)
        1    0.000    0.000    0.000    0.000 _parser.py:1608(UnknownTimezoneWarning)
        1    0.000    0.000    0.000    0.000 client.py:1524(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 parse.py:342(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 __init__.py:85(_16Bit)
        1    0.000    0.000    0.000    0.000 docstring.py:40(SubResourceDocstring)
        1    0.000    0.000    0.000    0.000 discovery.py:29(EndpointDiscoveryRequired)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(HTTPWarning)
        1    0.000    0.000    0.000    0.000 abc.py:186(FileLoader)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 _version_meson.py:1(<module>)
        1    0.000    0.000    0.000    0.000 docstring.py:70(BatchActionDocstring)
        1    0.000    0.000    0.000    0.000 exceptions.py:379(RangeError)
        1    0.000    0.000    0.000    0.000 docstring.py:60(CollectionDocstring)
        1    0.000    0.000    0.000    0.000 accessors.py:541(PeriodProperties)
        1    0.000    0.000    0.000    0.000 __init__.py:46(PerformanceWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:81(HostChangedError)
        1    0.000    0.000    0.000    0.000 credentials.py:1988(__init__)
        1    0.000    0.000    0.000    0.000 configparser.py:285(InterpolationDepthError)
        1    0.000    0.000    0.000    0.000 exceptions.py:410(InvalidRegionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:160(NoCredentialsError)
        1    0.000    0.000    0.000    0.000 exceptions.py:199(CredentialRetrievalError)
        1    0.000    0.000    0.000    0.000 exceptions.py:86(ChunkedEncodingError)
        1    0.000    0.000    0.000    0.000 __init__.py:91(UnsortedIndexError)
        1    0.000    0.000    0.000    0.000 __init__.py:662(PossibleDataLossError)
        1    0.000    0.000    0.000    0.000 docstring.py:75(ResourceWaiterDocstring)
        1    0.000    0.000    0.000    0.000 exceptions.py:168(NoAuthTokenError)
        2    0.000    0.000    0.000    0.000 client.py:661(_check_default_region)
        1    0.000    0.000    0.000    0.000 context.py:307(SpawnContext)
        1    0.000    0.000    0.000    0.000 __init__.py:687(IncompatibilityWarning)
        1    0.000    0.000    0.000    0.000 errors.py:54(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 exceptions.py:264(UnknownEndpointError)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(HeaderError)
        1    0.000    0.000    0.000    0.000 awsrequest.py:247(AWSHTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:49(DataNotFoundError)
        1    0.000    0.000    0.000    0.000 exceptions.py:19(Boto3Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:126(LocationValueError)
        1    0.000    0.000    0.000    0.000 tz.py:1818(_get_supported_offset)
        1    0.000    0.000    0.000    0.000 exceptions.py:90(TimeoutStateError)
        1    0.000    0.000    0.000    0.000 docstring.py:95(PaginatorDocstring)
        1    0.000    0.000    0.000    0.000 errors.py:111(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 docstring.py:55(ReferenceDocstring)
        1    0.000    0.000    0.000    0.000 errors.py:94(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 parsers.py:837(EventStreamJSONParser)
        1    0.000    0.000    0.000    0.000 tarfile.py:276(ReadError)
        1    0.000    0.000    0.000    0.000 download.py:674(IOCloseTask)
        2    0.000    0.000    0.000    0.000 useragent.py:416(_build_feature_metadata)
        1    0.000    0.000    0.000    0.000 threading.py:833(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 tarfile.py:294(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 exceptions.py:357(ParamValidationError)
        1    0.000    0.000    0.000    0.000 configparser.py:277(InterpolationSyntaxError)
        1    0.000    0.000    0.000    0.000 exceptions.py:110(ConnectionError)
        1    0.000    0.000    0.000    0.000 expr.py:318(add_ops)
        1    0.000    0.000    0.000    0.000 exceptions.py:176(TokenRetrievalError)
        1    0.000    0.000    0.000    0.000 exceptions.py:314(ConfigNotFound)
        1    0.000    0.000    0.000    0.000 managers.py:1199(SyncManager)
        1    0.000    0.000    0.000    0.000 awsrequest.py:239(AWSHTTPSConnection)
        1    0.000    0.000    0.000    0.000 errors.py:116(InvalidDateDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:72(UnsupportedFunctionCall)
        1    0.000    0.000    0.000    0.000 exceptions.py:249(EndpointVariantError)
        1    0.000    0.000    0.000    0.000 exceptions.py:121(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:152(InsecureRequestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(FatalError)
        1    0.000    0.000    0.000    0.000 core.py:154(MaskError)
        1    0.000    0.000    0.000    0.000 exceptions.py:59(UnknownServiceError)
        1    0.000    0.000    0.000    0.000 exceptions.py:725(RefreshWithMFAUnsupportedError)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 tarfile.py:723(FilterError)
        1    0.000    0.000    0.000    0.000 multiarray.py:161(concatenate)
        1    0.000    0.000    0.000    0.000 exceptions.py:129(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:212(UnknownSignatureVersionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:78(InvalidSchema)
        1    0.000    0.000    0.000    0.000 discovery.py:25(EndpointDiscoveryException)
        1    0.000    0.000    0.000    0.000 exceptions.py:222(ServiceNotInRegionError)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
        1    0.000    0.000    0.000    0.000 __init__.py:398(epoch)
        1    0.000    0.000    0.000    0.000 exceptions.py:178(LocationValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:324(MissingParametersError)
        1    0.000    0.000    0.000    0.000 multiarray.py:1101(copyto)
        1    0.000    0.000    0.000    0.000 gzip.py:120(BadGzipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:641(CSSWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:364(UnknownKeyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:445(PaginationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:70(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 pytables.py:2670(GenericDataIndexableCol)
        1    0.000    0.000    0.000    0.000 parsers.py:184(ResponseParserError)
        1    0.000    0.000    0.000    0.000 exceptions.py:342(ValidationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(HTTPError)
        1    0.000    0.000    0.000    0.000 _base.py:55(InvalidStateError)
        1    0.000    0.000    0.000    0.000 errors.py:65(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 exceptions.py:72(UnknownRegionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:125(EndpointConnectionError)
        1    0.000    0.000    0.000    0.000 __init__.py:311(NumbaUtilError)
        1    0.000    0.000    0.000    0.000 shutil.py:87(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 exceptions.py:70(DecodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:435(UnknownServiceStyle)
